Supplementary Table 3: Cell metadata for cross-species pancreatic islet analysis

Cell_Name	Species	Individual	Cluster_ID	Baron_Cluster_ID
human2_lib3.final_cell_0464	human	human2	alpha	alpha
human2_lib3.final_cell_0465	human	human2	beta	beta
human2_lib3.final_cell_0466	human	human2	beta	beta
human2_lib3.final_cell_0467	human	human2	ductal	ductal
human2_lib3.final_cell_0468	human	human2	ductal	ductal
human2_lib3.final_cell_0469	human	human2	removed	alpha
human2_lib3.final_cell_0470	human	human2	gamma	gamma
human2_lib3.final_cell_0471	human	human2	alpha	alpha
human2_lib3.final_cell_0472	human	human2	alpha	alpha
human2_lib3.final_cell_0473	human	human2	ductal	ductal
human2_lib3.final_cell_0474	human	human2	ductal	ductal
human2_lib3.final_cell_0475	human	human2	beta	beta
human2_lib3.final_cell_0476	human	human2	removed	alpha
human2_lib3.final_cell_0477	human	human2	gamma	gamma
human2_lib3.final_cell_0478	human	human2	ductal	ductal
human2_lib3.final_cell_0479	human	human2	beta	beta
human2_lib3.final_cell_0480	human	human2	ductal	ductal
human2_lib3.final_cell_0481	human	human2	beta	beta
human2_lib3.final_cell_0482	human	human2	alpha	alpha
human2_lib3.final_cell_0483	human	human2	alpha	alpha
human2_lib3.final_cell_0484	human	human2	beta	beta
human2_lib3.final_cell_0485	human	human2	alpha	alpha
human2_lib3.final_cell_0486	human	human2	alpha	alpha
human2_lib3.final_cell_0487	human	human2	ductal	ductal
human2_lib3.final_cell_0488	human	human2	stellate	activated_stellate
human2_lib3.final_cell_0489	human	human2	alpha	alpha
human2_lib3.final_cell_0490	human	human2	ductal	ductal
human2_lib3.final_cell_0491	human	human2	delta	delta
human2_lib3.final_cell_0492	human	human2	alpha	alpha
human2_lib3.final_cell_0493	human	human2	stellate	quiescent_stellate
human2_lib3.final_cell_0494	human	human2	gamma	gamma
human2_lib3.final_cell_0495	human	human2	beta	beta
human2_lib3.final_cell_0497	human	human2	beta	alpha
human2_lib3.final_cell_0498	human	human2	stellate	quiescent_stellate
human2_lib3.final_cell_0499	human	human2	alpha	alpha
human2_lib3.final_cell_0500	human	human2	stellate	activated_stellate
human2_lib3.final_cell_0501	human	human2	alpha	alpha
human2_lib3.final_cell_0502	human	human2	beta	beta
human2_lib3.final_cell_0503	human	human2	alpha	alpha
human2_lib3.final_cell_0504	human	human2	alpha	alpha
human2_lib3.final_cell_0505	human	human2	ductal	ductal
human2_lib3.final_cell_0506	human	human2	ductal	ductal
human2_lib3.final_cell_0507	human	human2	ductal	ductal
human2_lib3.final_cell_0508	human	human2	beta	beta
human2_lib3.final_cell_0509	human	human2	endothelial	endothelial
human2_lib3.final_cell_0510	human	human2	ductal	ductal
human2_lib3.final_cell_0511	human	human2	beta	beta
human2_lib3.final_cell_0512	human	human2	ductal	ductal
human2_lib3.final_cell_0513	human	human2	alpha	alpha
human2_lib3.final_cell_0514	human	human2	alpha	alpha
human2_lib3.final_cell_0515	human	human2	beta	beta
human2_lib3.final_cell_0516	human	human2	gamma	gamma
human2_lib3.final_cell_0517	human	human2	alpha	alpha
human2_lib3.final_cell_0518	human	human2	alpha	alpha
human2_lib3.final_cell_0519	human	human2	beta	beta
human2_lib3.final_cell_0520	human	human2	beta	alpha
human2_lib3.final_cell_0521	human	human2	beta	beta
human2_lib3.final_cell_0522	human	human2	beta	beta
human2_lib3.final_cell_0523	human	human2	endothelial	endothelial
human2_lib3.final_cell_0524	human	human2	beta	beta
human2_lib3.final_cell_0526	human	human2	gamma	gamma
human2_lib3.final_cell_0527	human	human2	gamma	gamma
human2_lib3.final_cell_0528	human	human2	alpha	alpha
human2_lib3.final_cell_0529	human	human2	ductal	ductal
human2_lib3.final_cell_0531	human	human2	alpha	alpha
human2_lib3.final_cell_0532	human	human2	alpha	alpha
human2_lib3.final_cell_0533	human	human2	alpha	alpha
human2_lib3.final_cell_0534	human	human2	beta	beta
human2_lib3.final_cell_0535	human	human2	delta	alpha
human2_lib3.final_cell_0536	human	human2	alpha	alpha
human2_lib3.final_cell_0537	human	human2	alpha	alpha
human2_lib3.final_cell_0538	human	human2	alpha	alpha
human2_lib3.final_cell_0539	human	human2	alpha	alpha
human2_lib3.final_cell_0540	human	human2	ductal	ductal
human2_lib3.final_cell_0541	human	human2	ductal	alpha
human2_lib3.final_cell_0542	human	human2	beta	beta
human2_lib3.final_cell_0543	human	human2	beta	beta
human2_lib3.final_cell_0544	human	human2	alpha	alpha
human2_lib3.final_cell_0545	human	human2	stellate	activated_stellate
human2_lib3.final_cell_0547	human	human2	gamma	activated_stellate
human2_lib3.final_cell_0548	human	human2	alpha	alpha
human2_lib3.final_cell_0549	human	human2	ductal	ductal
human2_lib3.final_cell_0550	human	human2	beta	beta
human2_lib3.final_cell_0551	human	human2	alpha	alpha
human2_lib3.final_cell_0552	human	human2	ductal	ductal
human2_lib3.final_cell_0553	human	human2	gamma	gamma
human2_lib3.final_cell_0554	human	human2	beta	beta
human2_lib3.final_cell_0555	human	human2	beta	beta
human2_lib3.final_cell_0556	human	human2	alpha	alpha
human2_lib3.final_cell_0557	human	human2	beta	beta
human2_lib3.final_cell_0558	human	human2	alpha	alpha
human2_lib3.final_cell_0559	human	human2	gamma	gamma
human2_lib3.final_cell_0560	human	human2	beta	beta
human2_lib3.final_cell_0561	human	human2	stellate	activated_stellate
human2_lib3.final_cell_0562	human	human2	immune	macrophage
human2_lib3.final_cell_0563	human	human2	ductal	ductal
human2_lib3.final_cell_0564	human	human2	stellate	activated_stellate
human2_lib3.final_cell_0565	human	human2	alpha	alpha
human3_lib1.final_cell_0001	human	human3	acinar	acinar
human3_lib1.final_cell_0002	human	human3	acinar	acinar
human3_lib1.final_cell_0003	human	human3	acinar	acinar
human3_lib1.final_cell_0004	human	human3	acinar	acinar
human3_lib1.final_cell_0005	human	human3	acinar	acinar
human3_lib1.final_cell_0006	human	human3	acinar	acinar
human3_lib1.final_cell_0007	human	human3	acinar	acinar
human3_lib1.final_cell_0008	human	human3	acinar	acinar
human3_lib1.final_cell_0009	human	human3	acinar	acinar
human3_lib1.final_cell_0010	human	human3	acinar	acinar
human3_lib1.final_cell_0011	human	human3	acinar	acinar
human3_lib1.final_cell_0012	human	human3	acinar	acinar
human3_lib1.final_cell_0013	human	human3	acinar	acinar
human3_lib1.final_cell_0014	human	human3	acinar	acinar
human3_lib1.final_cell_0015	human	human3	acinar	acinar
human3_lib1.final_cell_0016	human	human3	acinar	acinar
human3_lib1.final_cell_0017	human	human3	acinar	acinar
human3_lib1.final_cell_0018	human	human3	acinar	acinar
human3_lib1.final_cell_0019	human	human3	acinar	acinar
human3_lib1.final_cell_0020	human	human3	acinar	acinar
human3_lib1.final_cell_0021	human	human3	acinar	acinar
human3_lib1.final_cell_0022	human	human3	acinar	acinar
human3_lib1.final_cell_0023	human	human3	acinar	acinar
human3_lib1.final_cell_0024	human	human3	acinar	acinar
human3_lib1.final_cell_0025	human	human3	acinar	acinar
human3_lib1.final_cell_0026	human	human3	acinar	acinar
human3_lib1.final_cell_0027	human	human3	acinar	acinar
human3_lib1.final_cell_0028	human	human3	delta	delta
human3_lib1.final_cell_0029	human	human3	acinar	acinar
human3_lib1.final_cell_0030	human	human3	delta	delta
human3_lib1.final_cell_0031	human	human3	acinar	acinar
human3_lib1.final_cell_0032	human	human3	acinar	acinar
human3_lib1.final_cell_0033	human	human3	acinar	acinar
human3_lib1.final_cell_0034	human	human3	acinar	acinar
human3_lib1.final_cell_0035	human	human3	acinar	acinar
human3_lib1.final_cell_0036	human	human3	acinar	acinar
human3_lib1.final_cell_0037	human	human3	acinar	acinar
human3_lib1.final_cell_0038	human	human3	acinar	acinar
human3_lib1.final_cell_0039	human	human3	delta	delta
human3_lib1.final_cell_0040	human	human3	acinar	acinar
human3_lib1.final_cell_0041	human	human3	acinar	acinar
human3_lib1.final_cell_0042	human	human3	acinar	acinar
human3_lib1.final_cell_0043	human	human3	acinar	acinar
human3_lib1.final_cell_0044	human	human3	acinar	acinar
human3_lib1.final_cell_0045	human	human3	acinar	acinar
human3_lib1.final_cell_0046	human	human3	acinar	acinar
human3_lib1.final_cell_0047	human	human3	acinar	acinar
human3_lib1.final_cell_0048	human	human3	ductal	ductal
human3_lib1.final_cell_0049	human	human3	acinar	acinar
human3_lib1.final_cell_0050	human	human3	acinar	acinar
human3_lib1.final_cell_0051	human	human3	acinar	acinar
human3_lib1.final_cell_0052	human	human3	acinar	acinar
human3_lib1.final_cell_0053	human	human3	acinar	acinar
human3_lib1.final_cell_0054	human	human3	acinar	acinar
human3_lib1.final_cell_0055	human	human3	acinar	acinar
human3_lib1.final_cell_0056	human	human3	alpha	alpha
human3_lib1.final_cell_0057	human	human3	acinar	acinar
human3_lib1.final_cell_0058	human	human3	acinar	acinar
human3_lib1.final_cell_0059	human	human3	acinar	acinar
human3_lib1.final_cell_0060	human	human3	acinar	acinar
human3_lib1.final_cell_0061	human	human3	acinar	acinar
human3_lib1.final_cell_0062	human	human3	acinar	acinar
human3_lib1.final_cell_0063	human	human3	acinar	acinar
human3_lib1.final_cell_0064	human	human3	beta	beta
human3_lib1.final_cell_0065	human	human3	ductal	ductal
human3_lib1.final_cell_0066	human	human3	ductal	acinar
human3_lib1.final_cell_0067	human	human3	acinar	acinar
human3_lib1.final_cell_0068	human	human3	alpha	alpha
human3_lib1.final_cell_0069	human	human3	acinar	acinar
human3_lib1.final_cell_0070	human	human3	acinar	acinar
human3_lib1.final_cell_0071	human	human3	endothelial	endothelial
human3_lib1.final_cell_0072	human	human3	acinar	acinar
human3_lib1.final_cell_0073	human	human3	acinar	acinar
human3_lib1.final_cell_0074	human	human3	acinar	acinar
human3_lib1.final_cell_0075	human	human3	delta	delta
human3_lib1.final_cell_0076	human	human3	acinar	acinar
human3_lib1.final_cell_0077	human	human3	acinar	acinar
human3_lib1.final_cell_0078	human	human3	acinar	acinar
human3_lib1.final_cell_0079	human	human3	acinar	acinar
human3_lib1.final_cell_0080	human	human3	acinar	acinar
human3_lib1.final_cell_0081	human	human3	alpha	alpha
human3_lib1.final_cell_0082	human	human3	acinar	acinar
human3_lib1.final_cell_0083	human	human3	alpha	alpha
human3_lib1.final_cell_0084	human	human3	acinar	acinar
human3_lib1.final_cell_0085	human	human3	acinar	acinar
human3_lib1.final_cell_0086	human	human3	acinar	acinar
human3_lib1.final_cell_0087	human	human3	acinar	acinar
human3_lib1.final_cell_0088	human	human3	stellate	activated_stellate
human3_lib1.final_cell_0089	human	human3	acinar	acinar
human3_lib1.final_cell_0090	human	human3	acinar	acinar
human3_lib1.final_cell_0091	human	human3	delta	delta
human3_lib1.final_cell_0092	human	human3	acinar	acinar
human3_lib1.final_cell_0093	human	human3	acinar	acinar
human3_lib1.final_cell_0094	human	human3	acinar	acinar
human3_lib1.final_cell_0095	human	human3	acinar	acinar
human3_lib1.final_cell_0096	human	human3	acinar	acinar
human3_lib1.final_cell_0097	human	human3	acinar	acinar
human3_lib1.final_cell_0098	human	human3	acinar	acinar
human3_lib1.final_cell_0099	human	human3	beta	beta
human3_lib1.final_cell_0100	human	human3	alpha	beta
human3_lib1.final_cell_0101	human	human3	acinar	acinar
human3_lib1.final_cell_0102	human	human3	alpha	alpha
human3_lib1.final_cell_0103	human	human3	alpha	alpha
human3_lib1.final_cell_0104	human	human3	delta	delta
human3_lib1.final_cell_0105	human	human3	acinar	acinar
human3_lib1.final_cell_0106	human	human3	delta	delta
human3_lib1.final_cell_0107	human	human3	acinar	acinar
human3_lib1.final_cell_0108	human	human3	acinar	acinar
human3_lib1.final_cell_0109	human	human3	acinar	acinar
human3_lib1.final_cell_0110	human	human3	delta	delta
human3_lib1.final_cell_0111	human	human3	alpha	alpha
human3_lib1.final_cell_0112	human	human3	acinar	acinar
human3_lib1.final_cell_0113	human	human3	acinar	acinar
human3_lib1.final_cell_0114	human	human3	delta	delta
human3_lib1.final_cell_0115	human	human3	alpha	alpha
human3_lib1.final_cell_0116	human	human3	acinar	acinar
human3_lib1.final_cell_0117	human	human3	acinar	acinar
human3_lib1.final_cell_0118	human	human3	alpha	alpha
human3_lib1.final_cell_0119	human	human3	acinar	acinar
human3_lib1.final_cell_0120	human	human3	acinar	acinar
human3_lib1.final_cell_0121	human	human3	ductal	acinar
human3_lib1.final_cell_0122	human	human3	beta	beta
human3_lib1.final_cell_0123	human	human3	acinar	acinar
human3_lib1.final_cell_0124	human	human3	acinar	acinar
human3_lib1.final_cell_0125	human	human3	acinar	acinar
human3_lib1.final_cell_0126	human	human3	beta	beta
human3_lib1.final_cell_0127	human	human3	alpha	alpha
human3_lib1.final_cell_0128	human	human3	delta	delta
human3_lib1.final_cell_0129	human	human3	alpha	alpha
human3_lib1.final_cell_0130	human	human3	delta	delta
human3_lib1.final_cell_0131	human	human3	acinar	acinar
human3_lib1.final_cell_0132	human	human3	beta	beta
human3_lib1.final_cell_0133	human	human3	ductal	ductal
human3_lib1.final_cell_0134	human	human3	beta	beta
human3_lib1.final_cell_0135	human	human3	ductal	ductal
human3_lib1.final_cell_0136	human	human3	delta	delta
human3_lib1.final_cell_0137	human	human3	beta	beta
human3_lib1.final_cell_0138	human	human3	acinar	acinar
human3_lib1.final_cell_0139	human	human3	alpha	alpha
human3_lib1.final_cell_0140	human	human3	beta	beta
human3_lib1.final_cell_0141	human	human3	delta	delta
human3_lib1.final_cell_0142	human	human3	stellate	activated_stellate
human3_lib1.final_cell_0143	human	human3	beta	beta
human3_lib1.final_cell_0144	human	human3	alpha	alpha
human3_lib1.final_cell_0145	human	human3	delta	delta
human3_lib1.final_cell_0146	human	human3	acinar	acinar
human3_lib1.final_cell_0147	human	human3	beta	beta
human3_lib1.final_cell_0148	human	human3	alpha	alpha
human3_lib1.final_cell_0149	human	human3	beta	beta
human3_lib1.final_cell_0150	human	human3	acinar	acinar
human3_lib1.final_cell_0151	human	human3	beta	beta
human3_lib1.final_cell_0152	human	human3	alpha	alpha
human3_lib1.final_cell_0153	human	human3	alpha	alpha
human3_lib1.final_cell_0154	human	human3	beta	beta
human3_lib1.final_cell_0155	human	human3	acinar	acinar
human3_lib1.final_cell_0156	human	human3	alpha	alpha
human3_lib1.final_cell_0157	human	human3	stellate	activated_stellate
human3_lib1.final_cell_0158	human	human3	acinar	acinar
human3_lib1.final_cell_0159	human	human3	beta	beta
human3_lib1.final_cell_0160	human	human3	ductal	ductal
human3_lib1.final_cell_0161	human	human3	acinar	acinar
human3_lib1.final_cell_0162	human	human3	ductal	ductal
human3_lib1.final_cell_0163	human	human3	beta	beta
human3_lib1.final_cell_0164	human	human3	beta	beta
human3_lib1.final_cell_0165	human	human3	delta	delta
human3_lib1.final_cell_0166	human	human3	beta	beta
human3_lib1.final_cell_0167	human	human3	beta	beta
human3_lib1.final_cell_0168	human	human3	acinar	acinar
human3_lib1.final_cell_0169	human	human3	alpha	alpha
human3_lib1.final_cell_0170	human	human3	acinar	acinar
human3_lib1.final_cell_0171	human	human3	alpha	alpha
human3_lib1.final_cell_0172	human	human3	ductal	acinar
human3_lib1.final_cell_0173	human	human3	alpha	alpha
human3_lib1.final_cell_0174	human	human3	acinar	acinar
human3_lib1.final_cell_0175	human	human3	beta	beta
human3_lib1.final_cell_0176	human	human3	beta	beta
human3_lib1.final_cell_0177	human	human3	alpha	alpha
human3_lib1.final_cell_0178	human	human3	beta	beta
human3_lib1.final_cell_0179	human	human3	acinar	acinar
human3_lib1.final_cell_0180	human	human3	beta	beta
human3_lib1.final_cell_0181	human	human3	acinar	acinar
human3_lib1.final_cell_0182	human	human3	alpha	alpha
human3_lib1.final_cell_0183	human	human3	beta	beta
human3_lib1.final_cell_0184	human	human3	alpha	alpha
human3_lib1.final_cell_0185	human	human3	acinar	acinar
human3_lib1.final_cell_0186	human	human3	alpha	alpha
human3_lib1.final_cell_0187	human	human3	alpha	alpha
human3_lib1.final_cell_0188	human	human3	delta	delta
human3_lib1.final_cell_0189	human	human3	acinar	beta
human3_lib1.final_cell_0190	human	human3	acinar	acinar
human3_lib1.final_cell_0191	human	human3	alpha	alpha
human3_lib1.final_cell_0192	human	human3	delta	delta
human3_lib1.final_cell_0193	human	human3	delta	delta
human3_lib1.final_cell_0194	human	human3	delta	delta
human3_lib1.final_cell_0195	human	human3	acinar	acinar
human3_lib1.final_cell_0196	human	human3	acinar	acinar
human3_lib1.final_cell_0197	human	human3	acinar	acinar
human3_lib1.final_cell_0198	human	human3	alpha	alpha
human3_lib1.final_cell_0199	human	human3	beta	beta
human3_lib1.final_cell_0200	human	human3	acinar	acinar
human3_lib1.final_cell_0201	human	human3	acinar	acinar
human3_lib1.final_cell_0202	human	human3	beta	beta
human3_lib1.final_cell_0203	human	human3	removed	beta
human3_lib1.final_cell_0204	human	human3	acinar	acinar
human3_lib1.final_cell_0205	human	human3	alpha	alpha
human3_lib1.final_cell_0206	human	human3	ductal	ductal
human3_lib1.final_cell_0207	human	human3	alpha	alpha
human3_lib1.final_cell_0208	human	human3	beta	beta
human3_lib1.final_cell_0209	human	human3	acinar	acinar
human3_lib1.final_cell_0210	human	human3	beta	beta
human3_lib1.final_cell_0211	human	human3	acinar	acinar
human3_lib1.final_cell_0212	human	human3	acinar	acinar
human3_lib1.final_cell_0213	human	human3	beta	beta
human3_lib1.final_cell_0214	human	human3	acinar	acinar
human3_lib1.final_cell_0215	human	human3	acinar	acinar
human3_lib1.final_cell_0216	human	human3	delta	delta
human3_lib1.final_cell_0217	human	human3	delta	delta
human3_lib1.final_cell_0218	human	human3	beta	beta
human3_lib1.final_cell_0219	human	human3	beta	beta
human3_lib1.final_cell_0220	human	human3	acinar	acinar
human3_lib1.final_cell_0221	human	human3	alpha	alpha
human3_lib1.final_cell_0222	human	human3	alpha	alpha
human3_lib1.final_cell_0223	human	human3	alpha	alpha
human3_lib1.final_cell_0224	human	human3	acinar	acinar
human3_lib1.final_cell_0225	human	human3	ductal	ductal
human3_lib1.final_cell_0226	human	human3	beta	beta
human3_lib1.final_cell_0227	human	human3	alpha	alpha
